CODFILIAL,CHAPA,NOME,FUNCAO,CNES,SECAO,DATAADMISSAO,SITUAÇÃO RM,HORÁRIO,MOTIVOADMISSAO,FILIAL,CARGAMENSAL,CARGASEMANAL,LICINICIO,LICFIM,STATUS,DATADEMISSAO
40,40000283,JEWEL JACMAR,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2012-06-05,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000287,VELMA BYAS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2011-04-11,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-05,2024-08-05,Af.Previdência,
40,40000287,VELMA BYAS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2011-04-11,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-06,2024-08-09,Af.Previdência,
40,40000287,VELMA BYAS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2011-04-11,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-19,2024-08-23,Af.Previdência,
40,40000287,VELMA BYAS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2011-04-11,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-29,2024-08-29,Af.Previdência,
40,40000290,BERNADENE SHINGLER,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2014-08-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000291,CHANCE FOSSETT,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2009-08-03,Ativo,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000292,MUREIL BAINBRIDGE,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2011-06-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000294,LEIA BEEHO,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2012-07-24,Férias,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-05,2024-08-09,Atestado,
40,40000294,LEIA BEEHO,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2012-07-24,Férias,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-26,2024-09-24,Férias,
40,40000311,KELSI TRENEMAN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2001-09-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-27,2024-08-28,Af.Previdência,
40,40000312,SILVIA LEVINS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2005-01-19,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000313,DWAIN COMBER,TÉCNICO EM SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2013-05-16,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-15,2024-08-16,Af.Previdência,
40,40000313,DWAIN COMBER,TÉCNICO EM SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2013-05-16,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-28,2024-08-28,Atestado,
40,40000314,LARI ROME,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2005-01-19,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000315,VERINE DEHN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2001-09-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000316,AURELIE CHESTNEY,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-05-21,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-07-15,2024-08-13,Férias,
40,40000318,ALEXA YERRINGTON,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2011-08-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-27,2024-08-31,Atestado,
40,40000319,HEWIE SMEALL,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2001-09-01,Af.Previdência,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2021-08-09,,Af.Previdência,
40,40000320,TONIE DEEKS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2007-08-06,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000321,CARLA FARNISH,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-05-16,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-07-29,2024-08-07,Férias,
40,40000322,SILE SCHWANDERMANN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2002-11-25,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-11,2024-08-17,Atestado,
40,40000323,FIN BRAND-HARDY,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2015-04-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000324,WELBIE MATTAM,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2001-09-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000325,ADOLPH TERREN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-05-16,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-27,2024-08-28,Atestado,
40,40000326,FAUSTINE BRYNING,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2003-02-03,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-19,2024-08-19,Af.Previdência,
40,40000328,BRIT CLEMENZI,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2009-02-03,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000329,IONA WALSTOW,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-05-16,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-19,2024-08-19,Af.Previdência,
40,40000330,LORAINE ARBLASTER,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2014-12-08,Férias,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-07,2024-09-05,Férias,
40,40000331,LILLLIE LANDREAN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2002-11-25,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000333,PAGE LEWTON,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2005-06-20,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000335,ROSEANNA JODDINS,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2009-04-08,Ativo,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000337,CALV WYELD,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2008-10-09,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000338,PET MCPHELIM,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2015-11-09,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000340,MACKENZIE ALSTON,ENFERMEIRO ESF,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2008-08-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-08,2024-08-08,Atestado,
40,40000341,MIGUEL CRAIK,ENFERMEIRO ESF,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2008-11-24,Af.Previdência,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-07-08,,Af.Previdência,
40,40000343,ANABELLA DE LA COTE,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-03-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,,,Ativo,
40,40000344,PRIS DEVIGNE,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-01,2024-08-07,Af.Previdência,
40,40000344,PRIS DEVIGNE,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-09,2024-08-16,Atestado,
40,40000344,PRIS DEVIGNE,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-23,2024-08-23,Af.Previdência,
40,40000344,PRIS DEVIGNE,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-27,2024-08-27,Af.Previdência,
40,40000344,PRIS DEVIGNE,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2013-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),TRANSFERÊNCIA,40-PENHA,200,40,2024-08-28,2024-08-30,Af.Previdência,
40,40000345,BAXY GAUTREY,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2011-07-11,Ativo,SEG A QUI - 08:00 12:00 13:00 19:00,TRANSFERÊNCIA,40-PENHA,200,40,2024-07-31,2024-08-29,Férias,
40,40000345,BAXY GAUTREY,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2011-07-11,Ativo,SEG A QUI - 08:00 12:00 13:00 19:00,TRANSFERÊNCIA,40-PENHA,200,40,2024-09-02,2024-09-03,Af.Previdência,
40,40000347,ELBERTINA HEARST,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2010-10-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000348,BELLE GREGORACI,SUPERVISOR ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2009-06-05,Ativo,12:00 - 16:00 - 17:00 - 21:00 (SEG. Á SEX.),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000351,MILDRID HEBBORN,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2009-03-19,Demitido,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Demitidos,19/08/2024
40,40000351,MILDRID HEBBORN,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2009-03-19,Demitido,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Demitidos,20/08/2024
40,40000359,GRACIA CHRSTINE,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2009-06-18,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000365,ZACH CICCOTTIO,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2013-09-09,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40000366,CONNEY SMIDMORE,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2015-10-13,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40000368,RUBIE PALATINI,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2010-06-21,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-15,2024-08-15,Atestado,
40,40000371,EDUARDO WILLSHEAR,COORDENADOR DE EQUIPE DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,2016-04-01,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000373,CAMMY CONNICK,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,EMAD VILA GRANADA,2014-08-18,Ativo,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000375,SIMEON DUCKINFIELD,FISIOTERAPEUTA,PERTENCE A EQUIPE MÍNIMA,EMAD VILA GRANADA,2015-11-23,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40000377,BRIANT DEBLE,PSICÓLOGO,PERTENCE A EQUIPE MÍNIMA,EMAD / EMAP JARDIM MARINGÁ,2010-02-02,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,,,Ativo,
40,40000380,ILYSE PUTTOCK,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,EMAD CANGAÍBA - DR. CARLOS GENTILE DE MELLO,2012-10-15,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40000381,GIAVANI FRANCESCOZZI,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2015-11-23,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000383,BARRET MOUGEL,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,EMAD CANGAÍBA - DR. CARLOS GENTILE DE MELLO,2009-12-04,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000384,RASIA KEILLOH,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,EMAD / EMAP JARDIM MARINGÁ,2015-06-01,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40000387,EVYN DENNEHY,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,EMAD / EMAP JARDIM MARINGÁ,2012-05-07,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,150,30,,,Ativo,
40,40000388,KILLIAN HAZLEGROVE,FISIOTERAPEUTA,PERTENCE A EQUIPE MÍNIMA,EMAD JARDIM SÃO NICOLAU,2010-01-07,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG. TER. QUI. E SEX.) 07:00 - 10:00 - 10:15 - 13:15 (QUA.),ADMISSAO (NÃO UTILIZAR),40-PENHA,150,30,2024-08-16,2024-08-17,Atestado,
40,40000392,SAIDEE JIRKA,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2013-10-14,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000393,MARIANNE WEDLAKE,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2014-10-06,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-22,2024-08-05,Férias,
40,40000394,SHEFFIELD LONGBOTTOM,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2009-09-21,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-08-07,2024-08-07,Af.Previdência,
40,40000395,TERRANCE STANING,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2009-06-16,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000405,MINERVA PANKS,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2010-04-12,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),AUMENTO DE QUADRO,40-PENHA,200,40,2024-07-10,2024-08-08,Férias,
40,40000409,LAMMOND DMYCH,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2015-11-03,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000411,ELAINA BRESMAN,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2016-01-04,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-08-05,2024-08-24,Férias,
40,40000412,LUCIA CRUS,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2009-02-17,Ativo,06:30 - 10:00 - 10:15 - 12:45 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,150,30,,,Ativo,
40,40000416,ELNORE EDMEAD,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2010-12-14,Ativo,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),AUMENTO DE QUADRO,40-PENHA,150,30,2024-08-28,2024-08-30,Af.Previdência,
40,40000421,PETE SKOGGINS,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-07-31,2024-08-06,Af.Previdência,
40,40000421,PETE SKOGGINS,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2013-12-16,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-15,2024-08-21,Atestado,
40,40000423,ROSCO FUZZEY,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2010-05-17,Ativo,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),ADMISSAO (NÃO UTILIZAR),40-PENHA,150,30,,,Ativo,
40,40000430,OTHA POLDEN,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2015-09-01,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000432,IDALINE SAWYER,PSICÓLOGO,PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2009-04-17,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,,,Ativo,
40,40000433,JUDON GROMLEY,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,2009-06-04,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),ADMISSAO (NÃO UTILIZAR),40-PENHA,200,40,2024-08-01,2024-08-30,Férias,
40,40000440,DION SWEDE,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2014-09-01,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000441,GARWOOD MARQUISS,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JOSÉ DE ANCHIETA,2014-06-02,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000452,PAULA WENHAM,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2015-09-01,Ativo,06:30 - 10:00 - 10:15 - 12:45 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-07-10,2024-08-08,Férias,
40,40000453,COLLETE MCGONAGLE,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2015-11-23,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40000455,ROSMUNDA PENDLINGTON,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2008-08-11,Ativo,15:00 - 19:00 (SEG. A SEX.),ADMISSAO (NÃO UTILIZAR),40-PENHA,100,20,,,Ativo,
