rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,rel_2141_LICINICIO,rel_2141_LICFIM,rel_2141_AUSENCIA
2787806,UBS JARDIM SAO NICOLAU,RICCA BARKHOUSE,AUXILIAR ADMINISTRATIVO,2016-05-02,,40000676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-14,Atestado
3304566,CAPS ALCOOL E DROGAS III PENHA,LAURITZ MATTS,AUXILIAR DE ENFERMAGEM,2016-05-02,,40000687,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-07-05,2024-08-25,Af.Previdência
6194990,AMA CHACARA CRUZEIRO DO SUL,CHERLYN KUNKLER,TECNICO FARMACIA,2016-05-02,,40000690,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-07-31,2024-08-02,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,CHERLYN KUNKLER,TECNICO FARMACIA,2016-05-02,,40000690,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-03,2024-08-07,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,CHERLYN KUNKLER,TECNICO FARMACIA,2016-05-02,,40000690,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-23,2024-08-24,Atestado
6592899,UBS VILA SILVIA,COLBY BRADMAN,ENFERMEIRO,2016-05-02,,40000713,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-08,2024-08-10,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,SUSANNAH BROGGELLI,ENFERMEIRO,2016-05-03,,40000714,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-07-15,2024-08-13,Férias
6194990,UBS CHACARA CRUZEIRO DO SUL,AMBROSI LADLOW,TECNICO DE ENFERMAGEM,2016-05-03,,40000717,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-19,Férias
6194990,UBS CHACARA CRUZEIRO DO SUL,AMBROSI LADLOW,TECNICO DE ENFERMAGEM,2016-05-03,,40000717,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-28,2024-08-28,Atestado
2787806,UBS JARDIM SAO NICOLAU,GABBEY GALLER,TECNICO DE ENFERMAGEM,2016-05-04,,40000718,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,IRINA JORDIN,TECNICO DE ENFERMAGEM,2016-05-03,,40000729,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-30,2024-08-04,Atestado
2786729,UBS A. E. DE CARVALHO,ELLI CUNLIFFE,TECNICO DE ENFERMAGEM,2016-05-03,,40000751,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-07,2024-08-07,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,RENAE HIDDY,AUXILIAR DE ENFERMAGEM,2016-05-06,,40000755,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-31,2024-08-31,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,AD KATT,ENFERMEIRO ESF,2016-05-03,,40000757,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-15,2024-08-16,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,AD KATT,ENFERMEIRO ESF,2016-05-03,,40000757,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-26,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,BRADY DALLMAN,TECNICO DE ENFERMAGEM,2016-05-03,,40000758,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-15,2024-08-13,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,ANNADIANA KHADIR,AUXILIAR DE ENFERMAGEM,2016-05-19,,40000759,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-09-01,2024-09-01,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,KERMY VON HINDENBURG,AUXILIAR DE ENFERMAGEM,2016-05-09,,40000761,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-08-31,2024-09-02,Atestado
2787806,UBS JARDIM SAO NICOLAU,LAMOND SMELLIE,TECNICO DE ENFERMAGEM,2016-05-09,,40000772,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-03-05,,Af.Previdência
2787806,UBS JARDIM SAO NICOLAU,ABRAN LUKER,TECNICO DE ENFERMAGEM,2016-05-10,,40000773,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2024-07-11,2024-09-12,Licença Mater.
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,NICHOL FILMER,AGENTE COMUNITARIO DE SAUDE,2016-05-10,,40000777,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-09,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,INGABORG CANNICOTT,ASSISTENTE SOCIAL,2016-05-12,,40000785,07:45 - 11:00 - 11:15 - 14:00 (SEG. A SEX.),30,Ativo,2024-08-06,2024-09-04,Férias
2787806,UBS JARDIM SAO NICOLAU,MOISHE BLANNING,ASSISTENTE SOCIAL,2016-05-12,,40000786,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-08-05,2024-08-05,Atestado
2787806,UBS JARDIM SAO NICOLAU,MOISHE BLANNING,ASSISTENTE SOCIAL,2016-05-12,,40000786,08:00 - 10:00 - 10:15 - 14:15 (SEG A SEX),30,Ativo,2024-08-26,2024-09-01,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,CRISSY WYLAM,ASSISTENTE SOCIAL,2016-05-23,,40000796,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,2024-08-20,2024-08-20,Atestado
2787806,UBS JARDIM SAO NICOLAU,ALLA MARSIE,AGENTE COMUNITARIO DE SAUDE,2002-08-12,,40000807,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-06,2024-08-08,Atestado
2787806,UBS JARDIM SAO NICOLAU,LEVIN MELLSOP,AGENTE COMUNITARIO DE SAUDE,2008-01-02,,40000814,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-07-31,2024-08-06,Atestado
2787806,UBS JARDIM SAO NICOLAU,MARYSA STEPTOWE,AGENTE COMUNITARIO DE SAUDE,2012-05-02,,40000817,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-12,Atestado
2787806,UBS JARDIM SAO NICOLAU,MARLEE BARTOMIEU,AGENTE COMUNITARIO DE SAUDE,2002-08-12,,40000820,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-02,2024-08-06,Atestado
2787806,UBS JARDIM SAO NICOLAU,MARLEE BARTOMIEU,AGENTE COMUNITARIO DE SAUDE,2002-08-12,,40000820,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-24,Atestado
2787806,UBS JARDIM SAO NICOLAU,IRITA REEDSHAW,AGENTE COMUNITARIO DE SAUDE,2013-03-14,,40000821,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-04,2024-08-06,Atestado
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,CHRISTIAN PETRENKO,AGENTE COMUNITARIO DE SAUDE,2012-04-16,,40000829,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-27,Atestado
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,KURTIS PINER,AGENTE COMUNITARIO DE SAUDE,2014-11-05,,40000841,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-29,2024-08-30,Af.Ac.Trabalho
2752204,CONSULTORIO DE RUA - CANGAIBA - DR. CARLOS GENTILE DE MELLO,HELEN-ELIZABETH CREAN,ENFERMEIRO ESPECIALISTA,2015-07-16,,40000857,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-24,Férias
3304566,CAPS ALCOOL E DROGAS III PENHA,KIAL TREMAYNE,ASSISTENTE SOCIAL,2013-06-17,,40000867,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-05,2024-08-14,Férias
6387640,CAPS INFANTO-JUVENIL III PENHA,ALVERA ARNOT,ASSISTENTE SOCIAL,2010-10-13,,40000886,13:45 - 17:00 - 17:15 - 20:00 (SEG A SEX),30,Ativo,2024-07-30,2024-08-02,Atestado
6387640,CAPS INFANTO-JUVENIL III PENHA,NICKY BLOFIELD,AUXILIAR DE ENFERMAGEM,2008-10-15,,40000891,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-07-15,2024-08-13,Férias
6387640,CAPS INFANTO-JUVENIL III PENHA,NICKY BLOFIELD,AUXILIAR DE ENFERMAGEM,2008-10-15,,40000891,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-14,2024-08-14,Atestado
7641974,CER III PENHA,HAM FLANN,MEDICO OFTALMOLOGISTA,2011-02-02,,40000910,SEG E TER - 07:00 12:00 13:00 16:48,17,Ativo,2024-08-19,2024-08-19,Atestado
7641974,CER III PENHA,ULRICA COLLIS,AUXILIAR ADMINISTRATIVO,2011-08-04,,40000911,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-21,Férias
7641974,CER III PENHA,HASTIE RIDGE,AUXILIAR ADMINISTRATIVO,2012-10-01,,40000912,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Ativo,2024-07-15,2024-08-03,Férias
7641974,CER III PENHA,CLEVELAND ROPKING,ASSISTENTE SOCIAL,2014-01-22,,40000915,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-20,2024-08-20,Atestado
7641974,CER III PENHA,CLEVELAND ROPKING,ASSISTENTE SOCIAL,2014-01-22,,40000915,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-30,2024-09-06,Atestado
7641974,CER III PENHA,TOMASINA GALES,FONOAUDIOLOGO,2014-12-01,,40000916,08:00 - 12:00 - 13:00 - 17:00 (SEG) / 07:00 - 12:00 - 13:00 - 16:00 (TER A SEX),40,Ativo,2024-07-15,2024-08-03,Férias
7641974,CER III PENHA,TOMASINA GALES,FONOAUDIOLOGO,2014-12-01,,40000916,08:00 - 12:00 - 13:00 - 17:00 (SEG) / 07:00 - 12:00 - 13:00 - 16:00 (TER A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ANASTASSIA MCALLEN,ACOMPANHANTE COMUNITARIO,2011-11-07,,40000925,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-13,2024-08-13,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ANASTASSIA MCALLEN,ACOMPANHANTE COMUNITARIO,2011-11-07,,40000925,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-20,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ANASTASSIA MCALLEN,ACOMPANHANTE COMUNITARIO,2011-11-07,,40000925,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-23,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),EUGINE CHONG,ACOMPANHANTE COMUNITARIO,2011-11-07,,40000927,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-07,2024-08-07,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),EUGINE CHONG,ACOMPANHANTE COMUNITARIO,2011-11-07,,40000927,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-14,2024-08-15,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),NIVEN BEAMISH,AUXILIAR DE ENFERMAGEM,2012-05-07,,40000928,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Ativo,2024-07-24,2024-08-07,Férias
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ELBERTINE IBOTSON,ACOMPANHANTE COMUNITARIO,2012-10-01,,40000929,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-02,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ETHELIND REWCASTLE,ACOMPANHANTE COMUNITARIO,2013-10-01,,40000930,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-06,2024-08-09,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ETHELIND REWCASTLE,ACOMPANHANTE COMUNITARIO,2013-10-01,,40000930,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-02,Atestado
2788861,UBS VILA ESPERANCA - CASSIO B. (PAI),ETHELIND REWCASTLE,ACOMPANHANTE COMUNITARIO,2013-10-01,,40000930,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-03,2024-09-03,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,HAMID DYOTT,AUXILIAR DE ENFERMAGEM,2014-04-07,,40000942,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,2024-08-02,2024-08-02,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,HAMID DYOTT,AUXILIAR DE ENFERMAGEM,2014-04-07,,40000942,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,2024-08-07,2024-08-09,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,HAMID DYOTT,AUXILIAR DE ENFERMAGEM,2014-04-07,,40000942,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,2024-08-21,2024-08-30,Férias
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,LINET NEVINS,AUXILIAR DE SAUDE BUCAL,2008-08-20,,40000945,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-08-13,2024-08-13,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,CATHERIN TILSLEY,AUXILIAR ADMINISTRATIVO,2010-03-22,,40000951,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-29,2024-08-05,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,TOM SCHURCKE,ASSISTENTE ADMINISTRATIVO,2010-12-07,,40000953,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-07-17,2024-08-05,Férias
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,TOM SCHURCKE,ASSISTENTE ADMINISTRATIVO,2010-12-07,,40000953,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-28,2024-08-28,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,SIBYL VITTERY,ENFERMEIRO ESF,2015-05-11,,40000974,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Demitido,2024-08-08,2024-08-09,Atestado
7270941,UBS JARDIM MARINGA,CULLAN TREDINNICK,ASSISTENTE ADMINISTRATIVO,2008-07-01,,40000984,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-24,Férias
2789043,UBS VILA MATILDE,RAKEL WARIN,AUXILIAR ADMINISTRATIVO,2010-09-13,,40000994,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-14,Férias
2789043,UBS VILA MATILDE,BAX HENRICHSEN,TECNICO FARMACIA,2013-12-09,,40000997,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-15,2024-08-16,Atestado
2789043,UBS VILA MATILDE,BAX HENRICHSEN,TECNICO FARMACIA,2013-12-09,,40000997,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-22,Atestado
2789043,UBS VILA MATILDE,BAX HENRICHSEN,TECNICO FARMACIA,2013-12-09,,40000997,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-23,Atestado
2789043,UBS VILA MATILDE,TOMMY FICK,DENTISTA CLINICO,2008-07-28,,40001012,07:00 - 11:00 (SEG A SEX),20,Ativo,2024-08-05,2024-08-24,Férias
4049926,UBS JOSE DE ANCHIETA,CY DANILOWICZ,FARMACEUTICO,2011-12-13,,40001021,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-16,2024-08-23,Atestado
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,ROSELIA FERRIGE,AUXILIAR DE ENFERMAGEM,2008-10-15,,40001026,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Af.Previdência,2023-11-17,,Af.Previdência
2788721,UBS VILA ARICANDUVA,JEANA DUDENIE,AUXILIAR ADMINISTRATIVO,2011-10-17,,40001048,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2015-09-14,,Af.Previdência
6194990,UBS CHACARA CRUZEIRO DO SUL,BRENNEN D'ELIA,AGENTE COMUNITARIO DE SAUDE,2013-10-07,,40001054,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-19,Férias
6194990,UBS CHACARA CRUZEIRO DO SUL,JEDIDIAH BROOKWELL,AGENTE COMUNITARIO DE SAUDE,2014-07-15,,40001061,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-29,2024-08-29,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,MAVIS GOODERRIDGE,AGENTE COMUNITARIO DE SAUDE,2014-03-10,,40001068,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-21,2024-09-04,Férias
6194990,UBS CHACARA CRUZEIRO DO SUL,KATY CUNNELL,AGENTE COMUNITARIO DE SAUDE,2009-04-01,,40001074,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,2023-08-01,,Af.Previdência
6194990,UBS CHACARA CRUZEIRO DO SUL,ADLER JANTOT,AGENTE COMUNITARIO DE SAUDE,2009-04-01,,40001075,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-09,2024-08-09,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,ADLER JANTOT,AGENTE COMUNITARIO DE SAUDE,2009-04-01,,40001075,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-20,2024-08-23,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,ADLER JANTOT,AGENTE COMUNITARIO DE SAUDE,2009-04-01,,40001075,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-03,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,ADLER JANTOT,AGENTE COMUNITARIO DE SAUDE,2009-04-01,,40001075,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-04,2024-09-10,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,LEESA LIGGONS,TECNICO DE ENFERMAGEM,2015-06-22,,40001091,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
6194990,UBS CHACARA CRUZEIRO DO SUL,LEESA LIGGONS,TECNICO DE ENFERMAGEM,2015-06-22,,40001091,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-27,2024-08-27,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,NEYSA TANTRUM,AUXILIAR DE SAUDE BUCAL,2010-08-23,,40001100,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,2024-08-29,2024-08-29,Atestado
2788888,UBS EMILIO SANTIAGO,CORABELLA BRODHEAD,ENFERMEIRO,2010-08-23,,40001101,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-23,2024-08-11,Férias
6592899,UBS VILA SILVIA,BARRET GATENBY,ENFERMEIRO,2010-08-23,,40001103,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-23,Atestado
7270941,EMAD / EMAP JARDIM MARINGA,DARIO VEDEKHOV,AUXILIAR ADMINISTRATIVO,2010-08-23,,40001104,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2024-05-20,2024-09-16,Licença Mater.
6592899,UBS VILA SILVIA,DANIT BEWSHAW,AUXILIAR DE ENFERMAGEM,2013-08-05,,40001126,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,2024-08-10,2024-08-10,Atestado
6592899,UBS VILA SILVIA,DANIT BEWSHAW,AUXILIAR DE ENFERMAGEM,2013-08-05,,40001126,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,2024-08-26,2024-08-26,Atestado
6592899,UBS VILA SILVIA,ETHE LENNARD,AUXILIAR ADMINISTRATIVO,2013-11-11,,40001128,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-12,2024-08-13,Atestado
4049926,UBS JOSE DE ANCHIETA,CAMEY HOFLER,AUXILIAR ADMINISTRATIVO,2015-06-01,,40001145,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-28,2024-08-28,Atestado
7270941,UBS JARDIM MARINGA,MALVA COCKELL,TECNICO DE ENFERMAGEM,2010-01-07,,40001160,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2023-06-29,,Af.Previdência
2788888,UBS EMILIO SANTIAGO,CHARIS SEY,ASSISTENTE SOCIAL,2011-03-22,,40001162,07:45 - 11:00 - 11:15 - 14:00 (SEG. A SEX.),30,Ativo,2024-08-20,2024-08-20,Atestado
7270941,UBS JARDIM MARINGA,PET SHIRTCLIFFE,TECNICO EM SAUDE BUCAL,2011-09-12,,40001163,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-16,2024-08-14,Férias
7270941,UBS JARDIM MARINGA,TANIA RONCI,AUXILIAR ADMINISTRATIVO,2013-08-05,,40001168,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-09,2024-08-09,Atestado
7270941,UBS JARDIM MARINGA,AUDRY BROCKMAN,AGENTE COMUNITARIO DE SAUDE,2013-08-26,,40001175,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
2788888,UBS EMILIO SANTIAGO,SIM GARRATT,AUXILIAR ADMINISTRATIVO,2013-08-26,,40001176,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-28,2024-08-30,Atestado
7270941,UBS JARDIM MARINGA,FANNY DEAMER,AGENTE DE PROMOCAO AMBIENTAL,2013-08-26,,40001182,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,2024-06-25,2024-10-22,Licença Mater.
7270941,UBS JARDIM MARINGA,SANDIE EDGWORTH,AGENTE COMUNITARIO DE SAUDE,2013-09-02,,40001192,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-21,2024-08-21,Atestado
7270941,UBS JARDIM MARINGA,SANDIE EDGWORTH,AGENTE COMUNITARIO DE SAUDE,2013-09-02,,40001192,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-24,Atestado
7270941,UBS JARDIM MARINGA,SANDIE EDGWORTH,AGENTE COMUNITARIO DE SAUDE,2013-09-02,,40001192,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-27,2024-08-28,Atestado
2786729,UBS A. E. DE CARVALHO,ELNAR CRIM,AUXILIAR ADMINISTRATIVO,2013-11-25,,40001202,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-16,2024-08-16,Atestado
7270941,UBS JARDIM MARINGA,ANGELE JEROK,AGENTE COMUNITARIO DE SAUDE,2014-04-14,,40001209,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-12,2024-09-10,Férias
7270941,UBS JARDIM MARINGA,MARTGUERITA CRINKLEY,AGENTE COMUNITARIO DE SAUDE,2015-01-12,,40001216,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-07-15,2024-08-13,Férias
7270941,UBS JARDIM MARINGA,GRETEL JOUANETON,DENTISTA CLINICO,2015-09-21,,40001223,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-16,2024-08-14,Férias
2788888,UBS EMILIO SANTIAGO,ADEL RABJOHN,ENFERMEIRO,2015-10-13,,40001224,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-13,2024-08-14,Atestado
4049926,UBS JOSE DE ANCHIETA,KENNIE CUNDEY,PSICOLOGO,2015-10-13,,40001226,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-21,2024-08-30,Férias
9844597,CER PARQUE ARTHUR ALVIM,MILT COURAGE,AUXILIAR ADMINISTRATIVO,2010-04-05,,40001243,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
9844597,CER PARQUE ARTHUR ALVIM,MILT COURAGE,AUXILIAR ADMINISTRATIVO,2010-04-05,,40001243,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-09-02,2024-09-03,Atestado
2751933,HOSPITAL DIA PENHA,HAM SCHULE,ASSISTENTE ADMINISTRATIVO,2009-03-17,,40001246,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Af.Previdência,2020-11-20,,Af.Previdência
2786923,UBS CIDADE PATRIARCA,ELBERTINE SISSON,TECNICO FARMACIA,2009-04-17,,40001247,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-10,2024-08-08,Férias
2786923,UBS CIDADE PATRIARCA,ELBERTINE SISSON,TECNICO FARMACIA,2009-04-17,,40001247,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-09-03,2024-09-03,Atestado
2751933,HOSPITAL DIA PENHA,RANDAL STOLWORTHY,TECNICO DE ENFERMAGEM,2010-03-22,,40001257,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-10,2024-08-12,Atestado
